Code,Site Name,Type,Description,Priority,Client,Fault/Event Start - Date/Time,Fault/Event End - Date/Time (TECHS - What time did the asset come back online?),Assets,Status,Time Spent Hours,Date Completed,Date Last Modified,Assigned Users,Date Created,Status of Work,Charge Department,Work Order Status Group,Completion Notes,Asset Production Time,Total Maint Hours Online,Point of Contact,
27924,Faison,Corrective,"UAV Follow Up @ Faison: 38 String Anomalies, 48 Damaged Modules, 9 Failed Modules",3 - Medium,NESM/Radian Generation,"Sep 07, 2023 12:44:00 PM",,Faison (FAIS),On Hold - Awaiting Third Party,0.00,,"Sep 07, 2023 03:32:35 PM",,"Sep 07, 2023 12:41:54 PM",,(OM) O&M Contract,,,,,Forrest Huynh,
27935,Brightwood,Troubleshooting Electrical Equipment,POI UPS battery is not holding a charge,3 - Medium,Pine Gate Renewables,"Sep 07, 2023 11:30:00 AM",,UPS (BRIG-DAS-UPS),On Deck to be Scheduled,,,"Sep 08, 2023 11:51:50 AM",,"Sep 08, 2023 11:44:19 AM",,(TM) Time and Materials,,,,,Dylan Barrett,
27926,Bartow,Troubleshooting Electrical Equipment,INV 1D-4 offline (Bus differential high),3 - Medium,Alchemy Renewable Energy,"Sep 07, 2023 06:45:00 AM",,Inverter 1D-4 (BART-INV-1D-4),On Deck to be Scheduled,,,"Sep 07, 2023 02:06:02 PM",,"Sep 07, 2023 01:58:59 PM",,(TM) Time and Materials,,,,,Drew Parada,
27919,Chiloquin,Corrective,Chiloquin - INV 10.12 Thermal Event + Site Offline - Thermal Event Response,1 - Urgent,NESM/Exus,"Sep 06, 2023 06:15:00 PM",,"Chiloquin (CHIL), Inverter B10.CMB/I12 (CHIL-B10.CMB/I12)",Open,107.96,,"Sep 12, 2023 06:51:39 AM",Andrea De Jesus,"Sep 06, 2023 06:23:58 PM",INCOMPLETE,(TM) Time and Materials,,"2023-09-09 LBI
-Continued watering down hot spots.
-All inverters in the burn area were shut off at the AC breaker panels: 9.01, 9.03, 9.05, 9.07, 10.01, 10.02, 10.04, 10.06, 10.08, 10.10, 10.12(already off- this inv. caused the fire), 10.14, 11.11 & 11.13.

2023-09-08 MMO
-CSS arrived at site and saw much smoldering at the South end of the site. 
-Used side by with water sprayer to drown out 
-Smoldering is much less today

2023-09-07 MMO
-Site is back online @ 12:30PDT
-CSS is putting out flame ups and drenching smoldering hot spots to prevent further fire spread. 
-Overnight monitoring to prevent fire spread is necessary.

2023-09-07 ADE
After preparing site equipment to re-energize late yesterday, CSS discovered that there was no grid voltage reading at the site recloser.  CSS was directed by Pacificorp to open an outage ticket to initiate a grid investigation by their team and we have done so as of ~6:00PDT.  We will continue to seek updates on Pacificorp's progress.

2023-09-06 DB
-The fire originated from Inverter 10.12 and the damage is limited to that inverter and the homerun wiring entering the inverter. Inverter 10.12 is isolated on both the DC and AC side. We've got a case with Sungrow (RW2309010056) for this inverter as it was cycling on and off before it had a thermal event. The fire department mapped the fire to around 4.5 acres. At the moment we're waiting on the utility to show up to close in their GOAB so we can then close in the site. We're also on site today keeping an eye on things and using our herbicide sprayer to spray water over the affected area. 

2023-09-06 LBI
-CSS technicians arrived on site and began putting out the grass fire.
-The source of the fire was found to be Inverter 10.12

2023-09-06 ADE
In anticipation of site re-energization, spoke with Pacificorps operations and received all-clear at 7:06PDT.

2023-09-06 ADE
Mike Cook (fire chief) notified CSS of thermal event on site.  CSS technician was immediately dispatched.  Site recloser was opened remotely after confirming all fire response and CSS personnel clear of equipment.",,,Dylan Barrett,
27915,Anderson,Corrective,Track RMA for Inv 10,6 - Scheduled,Soltage,"Sep 06, 2023 02:13:00 PM",,Inverter 10 (ANDE-INV10),On Hold - Awaiting Parts,,,"Sep 06, 2023 02:13:51 PM",,"Sep 06, 2023 02:11:41 PM",INCOMPLETE,(TM) Time and Materials,,"2023-09-06 FHU
- RMA: 11220. Waiting shipping confirmation. ",,,Forrest Huynh,
27914,,Vehicle/Equipment Maintenance,Truck 306 - Noise from Engine Compartment,6 - Scheduled,CSS Non Billable Activities,"Sep 06, 2023 11:00:00 AM",,Truck 306 - Ford F350 - Tools & Parts (TOOLS-306),On Deck to be Scheduled,3.25,,"Sep 11, 2023 01:05:41 PM",,"Sep 06, 2023 01:53:55 PM",,,,,,,Dylan Barrett,
24865,Woodline,UAV Services ,Woodline - Blue Ridge Power UAV Inspection,7 - PM Scheduled,Pine Gate Renewables,"Sep 06, 2023 10:55:00 AM",,Woodline (WOOD),Ready for Review ,3.65,,"Sep 06, 2023 10:55:19 AM",UAV Services,"Mar 01, 2023 04:12:01 AM",,(OM) O&M Contract,,,,,Dylan Barrett,
27910,Montgomery Park Building,Corrective,"Inverter C Zero Production
",2 - High,Omnidian,"Sep 06, 2023 09:10:00 AM",,Inverter C (MONT-INVC),On Deck to be Scheduled,,,"Sep 06, 2023 09:10:28 AM",,"Sep 06, 2023 09:09:13 AM",,(OM) O&M Contract,,,,,Dylan Barrett,
27909,Montgomery Park - American Can Building,Corrective,Inverter 1 zero gen issue,2 - High,Omnidian,"Sep 06, 2023 09:08:00 AM",,Montgomery Park - American Can Building (MONT.ACB),On Deck to be Scheduled,,,"Sep 06, 2023 09:08:55 AM",,"Sep 06, 2023 09:06:36 AM",,(OM) O&M Contract,,,,,Dylan Barrett,
27908,NC 102,Troubleshooting Electrical Equipment,"Inverter 12 off-line with F41, GFDI Fuse Open ",2 - High,Canadian Solar,"Sep 06, 2023 08:39:00 AM","Sep 06, 2023 02:30:00 PM",NC-102 (NC102),Ready for Review ,9.15,,"Sep 06, 2023 03:05:15 PM",Shane Williams,"Sep 06, 2023 08:38:24 AM",COMPLETE,(TM) Time and Materials,,"2023-09-06_SWI
-Walked array 12, found a few slightly melted connections but nothing that was melted through or making direct contact with racking. 
-Thor from Power Electronics reset the inverter and we placed a new 1500v 5A fuse and re energized the inverter with no issues. 
-Inverter 12 was online and producing when techs left site.  ",,,Alex Luna,
27906,Ridgeback,Mow,"Mow/graze, spot spray as needed",6 - Scheduled,Soltage,"Sep 06, 2023 08:30:00 AM",,Ridgeback (RIDG-VMS),On Deck to be Scheduled,,,"Sep 06, 2023 08:30:58 AM",Brock Phillips,"Sep 06, 2023 06:04:38 AM",,(OM) O&M Contract,,,,,Forrest Huynh,
27818,Milo,Mow,"Mow/graze, spot spray as needed",6 - Scheduled,Menlo Capital,"Sep 06, 2023 08:29:00 AM",,Milo (MILO-VMS),On Deck to be Scheduled,,,"Sep 06, 2023 08:29:51 AM",Brock Phillips,"Sep 01, 2023 06:08:06 AM",,(OM) O&M Contract,,,,,Forrest Huynh,
27817,Strider,Mow,"Mow/graze, spot spray as needed",6 - Scheduled,Alchemy Renewable Energy,"Sep 06, 2023 08:28:00 AM",,Strider (STRI-VMS),On Deck to be Scheduled,,,"Sep 06, 2023 08:28:48 AM",Brock Phillips,"Sep 01, 2023 06:08:06 AM",,(OM) O&M Contract,,,,,Forrest Huynh,
27816,Monroe Moore,Mow,"Mow array and buffer, spot spray as needed",6 - Scheduled,NESM/Exus,"Sep 06, 2023 08:20:00 AM",,Monroe Moore (MONR-VMS),On Deck to be Scheduled,,,"Sep 06, 2023 08:20:46 AM",Landscaping Crew West,"Sep 01, 2023 06:08:06 AM",,(OM) O&M Contract,,,,,Forrest Huynh,
27907,Adams,Corrective,Repair/replace Inv 06 after thermal event. ,2 - High,Soltage,"Sep 06, 2023 07:28:00 AM",,Inverter 6 (ADAM-INV6),On Hold - Awaiting Parts,,,"Sep 11, 2023 07:43:31 PM",,"Sep 06, 2023 07:27:03 AM",,(TM) Time and Materials,,"2023-09-11 FHU
- Received shipping confirmation of RMA unit. Was also reminded to send back defective unit to complete the RMA. 
- Ship To address was incorrect and FHU talked with Fedex to correct it and send to the Scott Futrelle address. 

2023-09-08 FHU
- Started draft of repair proposal. 
- Requested materials quotes from SunBelt and CES. ",,,Forrest Huynh,
27916,County Home,Troubleshooting Electrical Equipment,INV 7.03 offline (Interference device),3 - Medium,NESM/Exus,"Sep 06, 2023 07:00:00 AM",,Inverter INV7-03 (COUN-INV7-03),On Hold - Awaiting Parts,4.73,,"Sep 08, 2023 07:19:39 AM","Juan Canahuati Sagastume, Tim Pierce","Sep 06, 2023 02:18:30 PM",INCOMPLETE,(TM) Time and Materials,,"2023-09-07 TPI
-Located INV 7-3 and found inverter offline. Pulled up information in the cluster controller and found Interference of Device fault (7702) listed. 
-Checked and recorded AC and DC voltages for documentation. Shut off AC and DC power. Pull top cover off and found burnt out component on the board. 
-Called SMA and processed an RMA for the inverter. Inverter is being shipped to Scott Futrell Drive. RMA # and technician name listed above. Inverter to remain offline until replacement. ",,,Forrest Huynh,
27920,Gastonia Solar,Troubleshooting Electrical Equipment,Gastonia - INV 1.12.32 - Offline (DC side SPD fault),5 - Punchlist,"Adapture Renewables, Inc","Sep 06, 2023 06:32:00 AM",,String Inverter 01-12-32 (GAST-INV-01-12-32),On Hold - Waiting for Client Approval,,,"Sep 07, 2023 12:38:23 PM",,"Sep 06, 2023 09:19:11 PM",,(TM) Time and Materials,,"2023-09-06 ADE
Inverter 1.12.32 tripped offline with DC side SPD fault at 6:32EDT.",,,Forrest Huynh,
27902,Merrill,Mow,Merrill - Mow array and buffer,6 - Scheduled,NESM/Exus,"Sep 05, 2023 03:00:00 PM",,Merrill (MERR),Open,12.31,,"Sep 06, 2023 05:56:53 PM",,"Sep 05, 2023 05:08:59 PM",INCOMPLETE,(OM) O&M Contract,,"2023-09-06 LBI
-Mowed approx. 30% of site.

2023-09-05 LBI
-Moved mowing equipment from Turkey Hill to Merrill.",,,Dylan Barrett,
27900,Bartow,Troubleshooting Electrical Equipment,"Inverters 3A.8, 3B.3, 3B.5, and 3B.7 offline (Grid Phase Voltage Out of Range)",2 - High,Alchemy Renewable Energy,"Sep 05, 2023 02:00:00 PM","Sep 06, 2023 03:08:00 PM","Bartow (BART), Inverter 3A-8 (BART-INV-3A-8), Inverter 3B-3 (BART-INV-3B-3), Inverter 3B-5 (BART-INV-3B-5), Inverter 3B-7 (BART-INV-3B-7)",On Hold - Awaiting Invoice,3.50,,"Sep 08, 2023 11:10:05 AM",AIREKO,"Sep 05, 2023 04:09:23 PM",COMPLETE,(TM) Time and Materials,,"2023-09-08 DPA
-FSR received and uploaded
-awaiting on invoice

2023-09-06 DPA
-Aireko Check Out 3:08 PM
-Good afternoon, Adriana and Luis checking out in Bartow Solar Farm with WO :
WO-27900--Inverters 3A.8, 3B.3, 3B.5, and 3B.7 offline (Grid Phase Voltage Out of Range)
( The inverters offline, Tripped AC breaker, voltages tested and start-up)
0,75 hrs x 2 techs= 1,5 M/ hrs
2 hrs traveling 

2023-09-06 DPA
-Aireko Check In 9:31 Am
-Good morning, tech’s Adriana Velázquez and Luis Abreu checking in Bartow Solar Farm with the work orders:
WO-27900--Inverters 3A.8, 3B.3, 3B.5, and 3B.7 offline (Grid Phase Voltage Out of Range)
",,,Drew Parada,
27893,"Cosper Creek Solar, LLC",Corrective,Power cycle secondary bluelog,4 - Low,Hep Petra O&M LLC,"Sep 05, 2023 09:45:00 AM",,DAS (COSP-DAS),On Deck to be Scheduled,,,"Sep 05, 2023 09:47:03 AM",,"Sep 05, 2023 09:42:11 AM",,(OM) O&M Contract,,,,,Dylan Barrett,
27890,Cedar Grove Property,Landscaping - Other,Cedar Grove Property - mow sheep fields w/ bushhog ,6 - Scheduled,Carolina Solar Services,"Sep 05, 2023 09:32:00 AM",,"NC, Landscaping North (NC-VM-NORTH)",Open,23.73,,"Sep 05, 2023 09:32:23 AM","Brock Phillips, Nick Hudgins","Sep 05, 2023 09:31:21 AM",,(OVH) Overhead,,,,,Forrest Huynh,
27358,Lafayette,Mow,"Mow array and buffer, spot spray as needed",6 - Scheduled,Alchemy Renewable Energy,"Sep 05, 2023 07:01:00 AM","Sep 05, 2023 03:45:00 PM",Lafayette (LAFY-VMS),On Deck to be Scheduled,11.25,,"Sep 06, 2023 09:36:10 AM",Landscaping Crew West,"Aug 08, 2023 06:04:25 AM",INCOMPLETE,(OM) O&M Contract,,"2023-09-05 JHE
- vegetation is growing between the modules threw out the site 
- completed site mow 
- weed eat around all INVS, PADS and CBS 
- weed eat drip edge of four rows un reachable with mower ",,,Forrest Huynh,
27458,Cottonwood,Mow,"Mow array and buffer, spot spray as needed",6 - Scheduled,Alchemy Renewable Energy,"Sep 05, 2023 07:00:00 AM",,Cottonwood (COTT-VMS),Open,23.54,,"Sep 06, 2023 07:29:24 AM","Drew Parada, Landscaping Crew South","Aug 15, 2023 10:29:19 AM",,(OM) O&M Contract,,"2023-09-05 DPA
-requested PE set trackers east to 45* to allow for cutting under array
-mow started moving from front gate 
-approx. 20 rows in deck belt on left side broke
-RM tracked one down @ Elizabethtown, RM enroute
-Bushhog cutting has been started around buffer  ",,,Drew Parada,
27898,Quarter Horse,Troubleshooting Electrical Equipment,INV A1-15 offline,3 - Medium,Pine Gate Renewables,"Sep 04, 2023 01:15:00 PM",,String Inverter A1-15 (QUAR-INV-A1-15),On Hold - Awaiting Parts,,,"Sep 07, 2023 11:57:02 AM",,"Sep 05, 2023 01:45:59 PM",,(TM) Time and Materials,,,,,Drew Parada,
27317,"Fruitland Creek Solar, LLC",Preventive Maintenance Inspection,Fruitland Creek - hep Petra Semi-Annual Inspection,7 - PM Scheduled,Hep Petra O&M LLC,"Sep 04, 2023 10:00:00 AM","Aug 09, 2023 01:28:00 PM","AC Disconnect 1 (FRUI-ACD1), AC Disconnect 2 (FRUI-ACD2), AC Disconnect 3 (FRUI-ACD3), AC Disconnect 4 (FRUI-ACD4), Customer MV Meter (FRUI-DAS-CUST.MVM), DAS (FRUI-DAS), Fruitland Creek Solar, LLC (FRUI), Interconnection (FRUI-IX), Inverter 1 (FRUI-INV1), Inverter 10 (FRUI-INV10), Inverter 2 (FRUI-INV2), Inverter 3 (FRUI-INV3), Inverter 4 (FRUI-INV4), Inverter 5 (FRUI-INV5), Inverter 6 (FRUI-INV6), Inverter 7 (FRUI-INV7), Inverter 8 (FRUI-INV8), Inverter 9 (FRUI-INV9), Irradiance Sensor (FRUI-IR.SENS), PV Switchboard (FRUI-PVSB1), Solar Photovoltaic Module (FRUI-MOD), Transformer 1 (FRUI-XFMR1), Weather Station (FRUI-WEA.STA)",2. PM - Onsite Inspection Complete / Report Due,7.62,,"Sep 11, 2023 10:39:42 AM","Cole Harbick, Ryan Jordan","Aug 07, 2023 03:08:10 AM",COMPLETE,(OM) O&M Contract,,"2023-08-09 RJO
-Crew completed inspection of all inverters, Transformer, DAS, Weather station, general site, racking and wire management, PV Switch board.
-Crew changed gate code as per WO. new gate code is: 0820
-Note: Technician from Solis was onsite to update firmware on inverters.",,,Dylan Barrett,
27699,Meeks,Preventive Maintenance Inspection,"Meeks - Alchemy Annual Inspection

See Files tab for a list of which 25% of equipment to inspect for each inspection.",7 - PM Scheduled,Alchemy Renewable Energy,"Sep 04, 2023 08:00:00 AM",,"BOM Sensor (MEEK-MOD.TEMP), Combiner Box 1A.1 (MEEK-CB-1A.1), Combiner Box 1A.2 (MEEK-CB-1A.2), Combiner Box 1A.3 (MEEK-CB-1A.3), Combiner Box 1A.4 (MEEK-CB-1A.4), Combiner Box 1A.5 (MEEK-CB-1A.5), Combiner Box 1A.6 (MEEK-CB-1A.6), Combiner Box 1A.7 (MEEK-CB-1A.7), Combiner Box 1B.1 (MEEK-CB-1B.1), Combiner Box 1B.2 (MEEK-CB-1B.2), Combiner Box 1B.3 (MEEK-CB-1B.3), Combiner Box 1B.4 (MEEK-CB-1B.4), Combiner Box 1B.5 (MEEK-CB-1B.5), Combiner Box 1B.6 (MEEK-CB-1B.6), Combiner Box 1B.7 (MEEK-CB-1B.7), Combiner Box 1C.1 (MEEK-CB-1C.1), Combiner Box 1C.2 (MEEK-CB-1C.2), Combiner Box 1C.3 (MEEK-CB-1C.3), Combiner Box 1C.4 (MEEK-CB-1C.4), Combiner Box 1C.5 (MEEK-CB-1C.5), Combiner Box 1C.6 (MEEK-CB-1C.6), Combiner Box 1C.7 (MEEK-CB-1C.7), Inverter 1A (MEEK-INV1A), Inverter 1B (MEEK-INV1B), Inverter 1C (MEEK-INV1C), MV Transformer (MEEK-XFMR1), Meeks (MEEK), Solar Photovoltaic Module (MEEK-MOD), String Connection (MEEK-STRCON), Weather Station (MEEK-WEA.STA)",Ready for Review ,3.50,,"Sep 08, 2023 10:41:30 AM",Travis Williams,"Aug 28, 2023 12:09:28 AM",INCOMPLETE,(OM) O&M Contract,,"2023-09-8 TWI
- Tech completed DAS inspection, racking and array, Overhead MV, exterior of inverters, exterior of transformer, site perimeter and perimeter fencing.

2023-08-28 ALU
UAV report uploaded to Files tab. Follow on WO 27653, 1 String Anomaly, 1 Module w/ Electrical Damage, 5 Physically Damaged Modules
",,,Drew Parada,
27698,Penny Hill,Preventive Maintenance Inspection,"Penny Hill - Annual Inspection
See Files tab for a list of which 25% of equipment to inspect for each inspection.",7 - PM Scheduled,Alchemy Renewable Energy,"Sep 04, 2023 08:00:00 AM",,"BOM Sensor (PENN-MOD.TEMP), Combiner Box 1A.1 (PENN-CB-1A.1), Combiner Box 1A.2 (PENN-CB-1A.2), Combiner Box 1A.3 (PENN-CB-1A.3), Combiner Box 1A.4 (PENN-CB-1A.4), Combiner Box 1A.5 (PENN-CB-1A.5), Combiner Box 1A.6 (PENN-CB-1A.6), Combiner Box 1A.7 (PENN-CB-1A.7), Combiner Box 1B.1 (PENN-CB-1B.1), Combiner Box 1B.2 (PENN-CB-1B.2), Combiner Box 1B.3 (PENN-CB-1B.3), Combiner Box 1B.4 (PENN-CB-1B.4), Combiner Box 1B.5 (PENN-CB-1B.5), Combiner Box 1B.6 (PENN-CB-1B.6), Combiner Box 1B.7 (PENN-CB-1B.7), Combiner Box 1C.1 (PENN-CB-1C.1), Combiner Box 1C.2 (PENN-CB-1C.2), Combiner Box 1C.3 (PENN-CB-1C.3), Combiner Box 1C.4 (PENN-CB-1C.4), Combiner Box 1C.5 (PENN-CB-1C.5), Combiner Box 1C.6 (PENN-CB-1C.6), Combiner Box 1C.7 (PENN-CB-1C.7), Inverter 1A (PENN-INV1A), Inverter 1B (PENN-INV1B), Inverter 1C (PENN-INV1C), MV Transformer (PENN-XFMR1), Penny Hill (PENN), Solar Photovoltaic Module (PENN-MOD), String Connection (PENN-STRCON), Weather Station (PENN-WEA.STA)",Ready for Review ,3.51,,"Sep 01, 2023 01:40:04 PM","Chris Harris, Travis Williams","Aug 28, 2023 12:09:27 AM",INCOMPLETE,(OM) O&M Contract,,"2023-09-1 TWI
- Techs completed site and perimeter inspections, racking and array as well as overhead MV
- Site verified by CSS PE ADE (Andrea)


2023-08-28 ALU
UAV report uploaded to Files tab. Follow on WO 27715, 5 Damaged Modules.",,,Drew Parada,
27896,Quarter Horse,Troubleshooting Electrical Equipment,INV A1-05 offline ,3 - Medium,Pine Gate Renewables,"Sep 03, 2023 02:30:00 PM",,String Inverter A1-05 (QUAR-INV-A1-05),On Hold - Awaiting Parts,,,"Sep 07, 2023 11:56:13 AM",,"Sep 05, 2023 01:35:47 PM",,(TM) Time and Materials,,,,,Drew Parada,
27884,Chiloquin,Troubleshooting Electrical Equipment,"INVs 7.5, 8.1, 8.2, 8.4, 8.6, 8.8, 8.10, 8.12, 8.14, 9.1, 9.3, 9.5, 9.7, 9.9, 9.11, 9.13, 10.1, 10.2, 10.4, 10.6, 10.8, 10.10, 10.14, 11.1, 11.3, 11.5, 11.7, 11.9, 11.11, and 11.13 are not communicating (related to TGWs 7 & 8)",2 - High,NESM/Exus,"Sep 03, 2023 01:30:00 PM",,AC Distribution Panel (CHIL-ACDP),On Deck to be Scheduled,6.93,,"Sep 05, 2023 11:01:17 AM",,"Sep 04, 2023 10:13:49 AM",,(TM) Time and Materials,,,,,Dylan Barrett,
27883,Chiloquin,Troubleshooting Electrical Equipment,INV 10.12 not communicating,3 - Medium,NESM/Exus,"Sep 02, 2023 07:00:00 PM",,Inverter B10.CMB/I12 (CHIL-B10.CMB/I12),On Deck to be Scheduled,,,"Sep 04, 2023 10:04:29 AM",,"Sep 04, 2023 10:01:27 AM",,(TM) Time and Materials,,,,,Dylan Barrett,
27856,"Kaiser Creek Solar, LLC",Troubleshooting Electrical Equipment,Trackers stalled and not reachable,2 - High,Hep Petra O&M LLC,"Sep 02, 2023 06:30:00 PM",,Tracker Controller (KAIS-RACK-TRK),On Hold - Awaiting Third Party,0.25,,"Sep 08, 2023 10:58:23 AM",Jason Endries,"Sep 02, 2023 10:07:01 PM",,(TM) Time and Materials,,"2023-09-08 JEN
PE followed up for an update. 

Roland (Valmont) responded: Scada is operational now and all services are up and running.  Please let us know if you still have any issues gaining remote visibility. However, we are still unable to reach the tracker SCADA. PE asked if they believe this is an issue on our end.

2023-09-06 JEN
PE followed up for an update. Kyle responded: We’re still working on it. We have a few things we have to go over but will keep you updated. We should have something to go off of tomorrow.

2023-09-05 JEN
Per Kyle (Valmont): Thanks for reaching out. We are looking into it currently and will let you know when we have an update.

2023-09-02 JEN
PE reached out to the Valmont team for support.",,,Dylan Barrett,
27882,Adams,Troubleshooting Electrical Equipment,INV 16 offline (Open loop self detection failure),2 - High,Soltage,"Sep 02, 2023 07:00:00 AM",,Inverter 16 (ADAM-INV16),On Hold - Awaiting Parts,2.14,,"Sep 06, 2023 07:26:20 AM","Juan Canahuati Sagastume, Tim Pierce","Sep 04, 2023 09:34:31 AM",INCOMPLETE,(TM) Time and Materials,,"2023-09-06 FHU
- Per CPS:
RMA 11214 was created for your reference. We will share tracking as soon as it becomes available.

2023-09-05 TPI
-Began diagnosing offline Inverter. 
-Connected to INV 16 through CPS app. Found DC voltage 1222VDC and AC voltage between 624-626 VAC across all phases. 
-Opened combiner and verified nothing was out of place. No smells could be discerned, and nothing looked blown or burnt. 
-Inverter was showing a Bus Differential High Fault
-Called CPS and provided the information we acquired. After further review, CPS has issued an RMA for the inverter. ",,,Forrest Huynh,
